twin_a,twin_b,layer,weight
twin-0042,twin-0090,osint_certification,0.6
twin-0042,twin-0114,osint_certification,0.6
twin-0042,twin-0121,osint_certification,0.6
twin-0042,twin-0122,osint_certification,0.6
twin-0042,twin-0123,osint_certification,0.6
twin-0042,twin-0125,osint_certification,0.6
twin-0042,twin-0127,osint_certification,0.6
twin-0042,twin-0130,osint_certification,0.6
twin-0043,twin-0045,osint_certification,0.6
twin-0043,twin-0047,osint_certification,0.6
twin-0043,twin-0091,osint_certification,0.6
twin-0043,twin-0093,osint_certification,0.6
twin-0043,twin-0095,osint_certification,0.6
twin-0043,twin-0123,osint_certification,0.6
twin-0043,twin-0125,osint_certification,0.6
twin-0043,twin-0127,osint_certification,0.6
twin-0045,twin-0047,osint_certification,0.6
twin-0045,twin-0091,osint_certification,0.6
twin-0045,twin-0093,osint_certification,0.6
twin-0045,twin-0095,osint_certification,0.6
twin-0045,twin-0123,osint_certification,0.6
twin-0045,twin-0125,osint_certification,0.6
twin-0045,twin-0127,osint_certification,0.6
twin-0046,twin-0048,osint_certification,0.6
twin-0047,twin-0091,osint_certification,0.6
twin-0047,twin-0093,osint_certification,0.6
twin-0047,twin-0095,osint_certification,0.6
twin-0047,twin-0123,osint_certification,0.6
twin-0047,twin-0125,osint_certification,0.6
twin-0047,twin-0127,osint_certification,0.6
twin-0049,twin-0065,osint_certification,0.6
twin-0049,twin-0089,osint_certification,0.6
twin-0049,twin-0105,osint_certification,0.6
twin-0049,twin-0113,osint_certification,0.6
twin-0049,twin-0121,osint_certification,0.6
twin-0049,twin-0129,osint_certification,0.6
twin-0049,twin-0144,osint_certification,0.6
twin-0050,twin-0051,osint_certification,0.6
twin-0050,twin-0053,osint_certification,0.6
twin-0050,twin-0055,osint_certification,0.6
twin-0051,twin-0053,osint_certification,0.6
twin-0051,twin-0055,osint_certification,0.6
twin-0052,twin-0054,osint_certification,0.6
twin-0052,twin-0056,osint_certification,0.6
twin-0052,twin-0110,osint_certification,0.6
twin-0052,twin-0112,osint_certification,0.6
twin-0053,twin-0055,osint_certification,0.6
twin-0054,twin-0056,osint_certification,0.6
twin-0058,twin-0066,osint_certification,0.6
twin-0058,twin-0081,osint_certification,0.6
twin-0058,twin-0082,osint_certification,0.6
twin-0058,twin-0090,osint_certification,0.6
twin-0058,twin-0114,osint_certification,0.6
twin-0058,twin-0121,osint_certification,0.6
twin-0058,twin-0122,osint_certification,0.6
twin-0058,twin-0123,osint_certification,0.6
twin-0058,twin-0125,osint_certification,0.6
twin-0058,twin-0127,osint_certification,0.6
twin-0058,twin-0130,osint_certification,0.6
twin-0059,twin-0061,osint_certification,0.6
twin-0059,twin-0063,osint_certification,0.6
twin-0060,twin-0062,osint_certification,0.6
twin-0060,twin-0064,osint_certification,0.6
twin-0060,twin-0068,osint_certification,0.6
twin-0060,twin-0070,osint_certification,0.6
twin-0060,twin-0072,osint_certification,0.6
twin-0060,twin-0092,osint_certification,0.6
twin-0060,twin-0096,osint_certification,0.6
twin-0060,twin-0116,osint_certification,0.6
twin-0061,twin-0063,osint_certification,0.6
twin-0062,twin-0064,osint_certification,0.6
twin-0062,twin-0068,osint_certification,0.6
twin-0062,twin-0070,osint_certification,0.6
twin-0062,twin-0072,osint_certification,0.6
twin-0062,twin-0092,osint_certification,0.6
twin-0062,twin-0096,osint_certification,0.6
twin-0064,twin-0068,osint_certification,0.6
twin-0064,twin-0070,osint_certification,0.6
twin-0064,twin-0072,osint_certification,0.6
twin-0064,twin-0092,osint_certification,0.6
twin-0064,twin-0096,osint_certification,0.6
twin-0065,twin-0089,osint_certification,0.6
twin-0065,twin-0105,osint_certification,0.6
twin-0065,twin-0113,osint_certification,0.6
twin-0065,twin-0121,osint_certification,0.6
twin-0065,twin-0129,osint_certification,0.6
twin-0065,twin-0144,osint_certification,0.6
twin-0066,twin-0081,osint_certification,0.6
twin-0066,twin-0082,osint_certification,0.6
twin-0066,twin-0090,osint_certification,0.6
twin-0066,twin-0114,osint_certification,0.6
twin-0066,twin-0121,osint_certification,0.6
twin-0066,twin-0122,osint_certification,0.6
twin-0066,twin-0123,osint_certification,0.6
twin-0066,twin-0125,osint_certification,0.6
twin-0066,twin-0127,osint_certification,0.6
twin-0066,twin-0130,osint_certification,0.6
twin-0067,twin-0069,osint_certification,0.6
twin-0067,twin-0071,osint_certification,0.6
twin-0068,twin-0070,osint_certification,0.6
twin-0068,twin-0072,osint_certification,0.6
twin-0068,twin-0092,osint_certification,0.6
twin-0068,twin-0096,osint_certification,0.6
twin-0068,twin-0116,osint_certification,0.6
twin-0069,twin-0071,osint_certification,0.6
twin-0070,twin-0072,osint_certification,0.6
twin-0070,twin-0092,osint_certification,0.6
twin-0070,twin-0096,osint_certification,0.6
twin-0072,twin-0092,osint_certification,0.6
twin-0072,twin-0096,osint_certification,0.6
twin-0072,twin-0116,osint_certification,0.6
twin-0075,twin-0076,osint_certification,0.6
twin-0075,twin-0077,osint_certification,0.6
twin-0075,twin-0078,osint_certification,0.6
twin-0075,twin-0079,osint_certification,0.6
twin-0075,twin-0080,osint_certification,0.6
twin-0076,twin-0077,osint_certification,0.6
twin-0076,twin-0078,osint_certification,0.6
twin-0076,twin-0079,osint_certification,0.6
twin-0076,twin-0080,osint_certification,0.6
twin-0077,twin-0078,osint_certification,0.6
twin-0077,twin-0079,osint_certification,0.6
twin-0077,twin-0080,osint_certification,0.6
twin-0078,twin-0079,osint_certification,0.6
twin-0078,twin-0080,osint_certification,0.6
twin-0079,twin-0080,osint_certification,0.6
twin-0081,twin-0082,osint_certification,0.6
twin-0081,twin-0090,osint_certification,0.6
twin-0081,twin-0114,osint_certification,0.6
twin-0081,twin-0121,osint_certification,0.6
twin-0081,twin-0122,osint_certification,0.6
twin-0081,twin-0123,osint_certification,0.6
twin-0081,twin-0125,osint_certification,0.6
twin-0081,twin-0127,osint_certification,0.6
twin-0081,twin-0130,osint_certification,0.6
twin-0082,twin-0090,osint_certification,0.6
twin-0082,twin-0114,osint_certification,0.6
twin-0082,twin-0121,osint_certification,0.6
twin-0082,twin-0122,osint_certification,0.6
twin-0082,twin-0123,osint_certification,0.6
twin-0082,twin-0125,osint_certification,0.6
twin-0082,twin-0127,osint_certification,0.6
twin-0082,twin-0130,osint_certification,0.6
twin-0084,twin-0086,osint_certification,0.6
twin-0084,twin-0088,osint_certification,0.6
twin-0085,twin-0087,osint_certification,0.6
twin-0086,twin-0088,osint_certification,0.6
twin-0089,twin-0105,osint_certification,0.6
twin-0089,twin-0113,osint_certification,0.6
twin-0089,twin-0121,osint_certification,0.6
twin-0089,twin-0129,osint_certification,0.6
twin-0089,twin-0144,osint_certification,0.6
twin-0090,twin-0114,osint_certification,0.6
twin-0090,twin-0121,osint_certification,0.6
twin-0090,twin-0122,osint_certification,0.6
twin-0090,twin-0123,osint_certification,0.6
twin-0090,twin-0125,osint_certification,0.6
twin-0090,twin-0127,osint_certification,0.6
twin-0090,twin-0130,osint_certification,0.6
twin-0091,twin-0093,osint_certification,0.6
twin-0091,twin-0095,osint_certification,0.6
twin-0091,twin-0123,osint_certification,0.6
twin-0091,twin-0125,osint_certification,0.6
twin-0091,twin-0127,osint_certification,0.6
twin-0092,twin-0094,osint_certification,0.6
twin-0092,twin-0096,osint_certification,0.6
twin-0093,twin-0095,osint_certification,0.6
twin-0093,twin-0123,osint_certification,0.6
twin-0093,twin-0125,osint_certification,0.6
twin-0093,twin-0127,osint_certification,0.6
twin-0095,twin-0123,osint_certification,0.6
twin-0095,twin-0125,osint_certification,0.6
twin-0095,twin-0127,osint_certification,0.6
twin-0097,twin-0098,osint_certification,0.6
twin-0099,twin-0100,osint_certification,0.6
twin-0099,twin-0101,osint_certification,0.6
twin-0099,twin-0102,osint_certification,0.6
twin-0099,twin-0103,osint_certification,0.6
twin-0099,twin-0104,osint_certification,0.6
twin-0100,twin-0101,osint_certification,0.6
twin-0100,twin-0102,osint_certification,0.6
twin-0100,twin-0103,osint_certification,0.6
twin-0100,twin-0104,osint_certification,0.6
twin-0101,twin-0102,osint_certification,0.6
twin-0101,twin-0103,osint_certification,0.6
twin-0101,twin-0104,osint_certification,0.6
twin-0102,twin-0103,osint_certification,0.6
twin-0102,twin-0104,osint_certification,0.6
twin-0103,twin-0104,osint_certification,0.6
twin-0105,twin-0113,osint_certification,0.6
twin-0105,twin-0121,osint_certification,0.6
twin-0105,twin-0129,osint_certification,0.6
twin-0105,twin-0144,osint_certification,0.6
twin-0106,twin-0145,osint_certification,0.6
twin-0107,twin-0109,osint_certification,0.6
twin-0110,twin-0112,osint_certification,0.6
twin-0113,twin-0121,osint_certification,0.6
twin-0113,twin-0129,osint_certification,0.6
twin-0113,twin-0144,osint_certification,0.6
twin-0114,twin-0121,osint_certification,0.6
twin-0114,twin-0122,osint_certification,0.6
twin-0114,twin-0123,osint_certification,0.6
twin-0114,twin-0125,osint_certification,0.6
twin-0114,twin-0127,osint_certification,0.6
twin-0114,twin-0130,osint_certification,0.6
twin-0115,twin-0117,osint_certification,0.6
twin-0115,twin-0119,osint_certification,0.6
twin-0117,twin-0119,osint_certification,0.6
twin-0118,twin-0120,osint_certification,0.6
twin-0121,twin-0122,osint_certification,0.6
twin-0121,twin-0123,osint_certification,0.6
twin-0121,twin-0125,osint_certification,0.6
twin-0121,twin-0127,osint_certification,0.6
twin-0121,twin-0129,osint_certification,0.6
twin-0121,twin-0130,osint_certification,0.6
twin-0121,twin-0144,osint_certification,0.6
twin-0122,twin-0123,osint_certification,0.6
twin-0122,twin-0125,osint_certification,0.6
twin-0122,twin-0127,osint_certification,0.6
twin-0122,twin-0130,osint_certification,0.6
twin-0123,twin-0125,osint_certification,0.6
twin-0123,twin-0127,osint_certification,0.6
twin-0123,twin-0130,osint_certification,0.6
twin-0124,twin-0126,osint_certification,0.6
twin-0124,twin-0128,osint_certification,0.6
twin-0125,twin-0127,osint_certification,0.6
twin-0125,twin-0130,osint_certification,0.6
twin-0126,twin-0128,osint_certification,0.6
twin-0127,twin-0130,osint_certification,0.6
twin-0129,twin-0144,osint_certification,0.6
twin-0131,twin-0133,osint_certification,0.6
twin-0131,twin-0135,osint_certification,0.6
twin-0133,twin-0135,osint_certification,0.6
twin-0134,twin-0136,osint_certification,0.6
twin-0137,twin-0138,osint_certification,0.6
twin-0139,twin-0141,osint_certification,0.6
twin-0139,twin-0143,osint_certification,0.6
twin-0141,twin-0143,osint_certification,0.6
twin-0145,twin-0146,osint_certification,0.6
twin-0145,twin-0148,osint_certification,0.6
twin-0145,twin-0150,osint_certification,0.6
twin-0146,twin-0148,osint_certification,0.6
twin-0146,twin-0150,osint_certification,0.6
twin-0147,twin-0149,osint_certification,0.6
twin-0147,twin-0150,osint_certification,0.6
twin-0148,twin-0150,osint_certification,0.6
twin-0001,twin-0005,osint_skill,0.5
twin-0001,twin-0009,osint_skill,0.5
twin-0001,twin-0010,osint_skill,0.5
twin-0001,twin-0025,osint_skill,0.5
twin-0001,twin-0026,osint_skill,0.5
twin-0001,twin-0033,osint_skill,0.5
twin-0001,twin-0034,osint_skill,0.5
twin-0001,twin-0041,osint_skill,0.5
twin-0001,twin-0042,osint_skill,0.5
twin-0001,twin-0049,osint_skill,0.5
twin-0001,twin-0050,osint_skill,0.5
twin-0001,twin-0058,osint_skill,0.5
twin-0001,twin-0065,osint_skill,0.5
twin-0001,twin-0066,osint_skill,0.5
twin-0001,twin-0073,osint_skill,0.5
twin-0001,twin-0081,osint_skill,0.5
twin-0001,twin-0082,osint_skill,0.5
twin-0001,twin-0097,osint_skill,0.5
twin-0001,twin-0105,osint_skill,0.5
twin-0001,twin-0113,osint_skill,0.5
twin-0001,twin-0121,osint_skill,0.5
twin-0001,twin-0129,osint_skill,0.5
twin-0001,twin-0130,osint_skill,0.5
twin-0001,twin-0137,osint_skill,0.5
twin-0001,twin-0144,osint_skill,0.5
twin-0002,twin-0004,osint_skill,0.5
twin-0002,twin-0005,osint_skill,0.5
twin-0002,twin-0006,osint_skill,0.5
twin-0002,twin-0008,osint_skill,0.5
twin-0002,twin-0010,osint_skill,0.5
twin-0002,twin-0011,osint_skill,0.5
twin-0002,twin-0028,osint_skill,0.5
twin-0002,twin-0058,osint_skill,0.5
twin-0002,twin-0082,osint_skill,0.5
twin-0002,twin-0097,osint_skill,0.5
twin-0002,twin-0111,osint_skill,0.5
twin-0002,twin-0115,osint_skill,0.5
twin-0002,twin-0121,osint_skill,0.5
twin-0002,twin-0122,osint_skill,0.5
twin-0002,twin-0124,osint_skill,0.5
twin-0002,twin-0126,osint_skill,0.5
twin-0002,twin-0128,osint_skill,0.5
twin-0002,twin-0139,osint_skill,0.5
twin-0002,twin-0141,osint_skill,0.5
twin-0002,twin-0143,osint_skill,0.5
twin-0002,twin-0144,osint_skill,0.5
twin-0003,twin-0007,osint_skill,0.5
twin-0003,twin-0011,osint_skill,0.5
twin-0003,twin-0025,osint_skill,0.5
twin-0003,twin-0027,osint_skill,0.5
twin-0003,twin-0029,osint_skill,0.5
twin-0003,twin-0031,osint_skill,0.5
twin-0003,twin-0045,osint_skill,0.5
twin-0003,twin-0050,osint_skill,0.5
twin-0003,twin-0051,osint_skill,0.5
twin-0003,twin-0053,osint_skill,0.5
twin-0003,twin-0055,osint_skill,0.5
twin-0004,twin-0005,osint_skill,0.5
twin-0004,twin-0006,osint_skill,0.5
twin-0004,twin-0008,osint_skill,0.5
twin-0004,twin-0044,osint_skill,0.5
twin-0004,twin-0046,osint_skill,0.5
twin-0004,twin-0048,osint_skill,0.5
twin-0004,twin-0124,osint_skill,0.5
twin-0004,twin-0126,osint_skill,0.5
twin-0004,twin-0128,osint_skill,0.5
twin-0005,twin-0006,osint_skill,0.5
twin-0005,twin-0008,osint_skill,0.5
twin-0005,twin-0026,osint_skill,0.5
twin-0005,twin-0035,osint_skill,0.5
twin-0005,twin-0039,osint_skill,0.5
twin-0005,twin-0042,osint_skill,0.5
twin-0005,twin-0082,osint_skill,0.5
twin-0005,twin-0121,osint_skill,0.5
twin-0005,twin-0122,osint_skill,0.5
twin-0005,twin-0124,osint_skill,0.5
twin-0005,twin-0126,osint_skill,0.5
twin-0005,twin-0128,osint_skill,0.5
twin-0005,twin-0130,osint_skill,0.5
twin-0005,twin-0131,osint_skill,0.5
twin-0005,twin-0133,osint_skill,0.5
twin-0005,twin-0135,osint_skill,0.5
twin-0006,twin-0008,osint_skill,0.5
twin-0006,twin-0044,osint_skill,0.5
twin-0006,twin-0046,osint_skill,0.5
twin-0006,twin-0048,osint_skill,0.5
twin-0006,twin-0124,osint_skill,0.5
twin-0006,twin-0126,osint_skill,0.5
twin-0006,twin-0128,osint_skill,0.5
twin-0007,twin-0011,osint_skill,0.5
twin-0007,twin-0025,osint_skill,0.5
twin-0007,twin-0027,osint_skill,0.5
twin-0007,twin-0029,osint_skill,0.5
twin-0007,twin-0031,osint_skill,0.5
twin-0007,twin-0045,osint_skill,0.5
twin-0007,twin-0050,osint_skill,0.5
twin-0007,twin-0051,osint_skill,0.5
twin-0007,twin-0053,osint_skill,0.5
twin-0007,twin-0055,osint_skill,0.5
twin-0008,twin-0044,osint_skill,0.5
twin-0008,twin-0046,osint_skill,0.5
twin-0008,twin-0048,osint_skill,0.5
twin-0008,twin-0124,osint_skill,0.5
twin-0008,twin-0126,osint_skill,0.5
twin-0008,twin-0128,osint_skill,0.5
twin-0009,twin-0010,osint_skill,0.5
twin-0009,twin-0025,osint_skill,0.5
twin-0009,twin-0033,osint_skill,0.5
twin-0009,twin-0034,osint_skill,0.5
twin-0009,twin-0041,osint_skill,0.5
twin-0009,twin-0049,osint_skill,0.5
twin-0009,twin-0050,osint_skill,0.5
twin-0009,twin-0057,osint_skill,0.5
twin-0009,twin-0058,osint_skill,0.5
twin-0009,twin-0065,osint_skill,0.5
twin-0009,twin-0066,osint_skill,0.5
twin-0009,twin-0073,osint_skill,0.5
twin-0009,twin-0081,osint_skill,0.5
twin-0009,twin-0082,osint_skill,0.5
twin-0009,twin-0089,osint_skill,0.5
twin-0009,twin-0097,osint_skill,0.5
twin-0009,twin-0105,osint_skill,0.5
twin-0009,twin-0113,osint_skill,0.5
twin-0009,twin-0114,osint_skill,0.5
twin-0009,twin-0121,osint_skill,0.5
twin-0009,twin-0129,osint_skill,0.5
twin-0009,twin-0137,osint_skill,0.5
twin-0009,twin-0144,osint_skill,0.5
twin-0010,twin-0011,osint_skill,0.5
twin-0010,twin-0028,osint_skill,0.5
twin-0010,twin-0033,osint_skill,0.5
twin-0010,twin-0034,osint_skill,0.5
twin-0010,twin-0041,osint_skill,0.5
twin-0010,twin-0049,osint_skill,0.5
twin-0010,twin-0050,osint_skill,0.5
twin-0010,twin-0058,osint_skill,0.5
twin-0010,twin-0065,osint_skill,0.5
twin-0010,twin-0066,osint_skill,0.5
twin-0010,twin-0073,osint_skill,0.5
twin-0010,twin-0081,osint_skill,0.5
twin-0010,twin-0082,osint_skill,0.5
twin-0010,twin-0097,osint_skill,0.5
twin-0010,twin-0105,osint_skill,0.5
twin-0010,twin-0106,osint_skill,0.5
twin-0010,twin-0111,osint_skill,0.5
twin-0010,twin-0113,osint_skill,0.5
twin-0010,twin-0114,osint_skill,0.5
twin-0010,twin-0115,osint_skill,0.5
twin-0010,twin-0117,osint_skill,0.5
twin-0010,twin-0119,osint_skill,0.5
twin-0010,twin-0121,osint_skill,0.5
twin-0010,twin-0122,osint_skill,0.5
twin-0010,twin-0129,osint_skill,0.5
twin-0010,twin-0130,osint_skill,0.5
twin-0010,twin-0137,osint_skill,0.5
twin-0010,twin-0139,osint_skill,0.5
twin-0010,twin-0141,osint_skill,0.5
twin-0010,twin-0143,osint_skill,0.5
twin-0010,twin-0144,osint_skill,0.5
twin-0011,twin-0013,osint_skill,0.5
twin-0011,twin-0015,osint_skill,0.5
twin-0011,twin-0027,osint_skill,0.5
twin-0011,twin-0028,osint_skill,0.5
twin-0011,twin-0029,osint_skill,0.5
twin-0011,twin-0031,osint_skill,0.5
twin-0011,twin-0045,osint_skill,0.5
twin-0011,twin-0050,osint_skill,0.5
twin-0011,twin-0051,osint_skill,0.5
twin-0011,twin-0053,osint_skill,0.5
twin-0011,twin-0055,osint_skill,0.5
twin-0011,twin-0097,osint_skill,0.5
twin-0011,twin-0111,osint_skill,0.5
twin-0011,twin-0115,osint_skill,0.5
twin-0011,twin-0139,osint_skill,0.5
twin-0011,twin-0141,osint_skill,0.5
twin-0011,twin-0143,osint_skill,0.5
twin-0012,twin-0014,osint_skill,0.5
twin-0012,twin-0016,osint_skill,0.5
twin-0012,twin-0020,osint_skill,0.5
twin-0012,twin-0022,osint_skill,0.5
twin-0012,twin-0024,osint_skill,0.5
twin-0012,twin-0036,osint_skill,0.5
twin-0012,twin-0038,osint_skill,0.5
twin-0012,twin-0040,osint_skill,0.5
twin-0012,twin-0060,osint_skill,0.5
twin-0012,twin-0068,osint_skill,0.5
twin-0012,twin-0070,osint_skill,0.5
twin-0012,twin-0072,osint_skill,0.5
twin-0012,twin-0078,osint_skill,0.5
twin-0012,twin-0092,osint_skill,0.5
twin-0012,twin-0094,osint_skill,0.5
twin-0012,twin-0096,osint_skill,0.5
twin-0012,twin-0116,osint_skill,0.5
twin-0012,twin-0118,osint_skill,0.5
twin-0012,twin-0120,osint_skill,0.5
twin-0012,twin-0123,osint_skill,0.5
twin-0012,twin-0125,osint_skill,0.5
twin-0012,twin-0127,osint_skill,0.5
twin-0013,twin-0015,osint_skill,0.5
twin-0013,twin-0044,osint_skill,0.5
twin-0013,twin-0046,osint_skill,0.5
twin-0013,twin-0048,osint_skill,0.5
twin-0013,twin-0084,osint_skill,0.5
twin-0013,twin-0086,osint_skill,0.5
twin-0013,twin-0088,osint_skill,0.5
twin-0013,twin-0108,osint_skill,0.5
twin-0013,twin-0110,osint_skill,0.5
twin-0013,twin-0112,osint_skill,0.5
twin-0013,twin-0134,osint_skill,0.5
twin-0014,twin-0016,osint_skill,0.5
twin-0014,twin-0020,osint_skill,0.5
twin-0014,twin-0022,osint_skill,0.5
twin-0014,twin-0024,osint_skill,0.5
twin-0014,twin-0036,osint_skill,0.5
twin-0014,twin-0038,osint_skill,0.5
twin-0014,twin-0040,osint_skill,0.5
twin-0014,twin-0060,osint_skill,0.5
twin-0014,twin-0062,osint_skill,0.5
twin-0014,twin-0064,osint_skill,0.5
twin-0014,twin-0068,osint_skill,0.5
twin-0014,twin-0070,osint_skill,0.5
twin-0014,twin-0072,osint_skill,0.5
twin-0014,twin-0076,osint_skill,0.5
twin-0014,twin-0078,osint_skill,0.5
twin-0014,twin-0080,osint_skill,0.5
twin-0014,twin-0092,osint_skill,0.5
twin-0014,twin-0094,osint_skill,0.5
twin-0014,twin-0096,osint_skill,0.5
twin-0014,twin-0116,osint_skill,0.5
twin-0014,twin-0118,osint_skill,0.5
twin-0014,twin-0120,osint_skill,0.5
twin-0014,twin-0123,osint_skill,0.5
twin-0014,twin-0125,osint_skill,0.5
twin-0014,twin-0127,osint_skill,0.5
twin-0015,twin-0044,osint_skill,0.5
twin-0015,twin-0046,osint_skill,0.5
twin-0015,twin-0048,osint_skill,0.5
twin-0015,twin-0084,osint_skill,0.5
twin-0015,twin-0086,osint_skill,0.5
twin-0015,twin-0088,osint_skill,0.5
twin-0015,twin-0108,osint_skill,0.5
twin-0015,twin-0110,osint_skill,0.5
twin-0015,twin-0112,osint_skill,0.5
twin-0015,twin-0134,osint_skill,0.5
twin-0016,twin-0020,osint_skill,0.5
twin-0016,twin-0022,osint_skill,0.5
twin-0016,twin-0024,osint_skill,0.5
twin-0016,twin-0036,osint_skill,0.5
twin-0016,twin-0038,osint_skill,0.5
twin-0016,twin-0040,osint_skill,0.5
twin-0016,twin-0060,osint_skill,0.5
twin-0016,twin-0062,osint_skill,0.5
twin-0016,twin-0064,osint_skill,0.5
twin-0016,twin-0068,osint_skill,0.5
twin-0016,twin-0070,osint_skill,0.5
twin-0016,twin-0072,osint_skill,0.5
twin-0016,twin-0076,osint_skill,0.5
twin-0016,twin-0078,osint_skill,0.5
twin-0016,twin-0080,osint_skill,0.5
twin-0016,twin-0092,osint_skill,0.5
twin-0016,twin-0094,osint_skill,0.5
twin-0016,twin-0096,osint_skill,0.5
twin-0016,twin-0116,osint_skill,0.5
twin-0016,twin-0118,osint_skill,0.5
twin-0016,twin-0120,osint_skill,0.5
twin-0016,twin-0123,osint_skill,0.5
twin-0016,twin-0125,osint_skill,0.5
twin-0016,twin-0127,osint_skill,0.5
twin-0017,twin-0026,osint_skill,0.5
twin-0017,twin-0057,osint_skill,0.5
twin-0017,twin-0089,osint_skill,0.5
twin-0017,twin-0121,osint_skill,0.5
twin-0017,twin-0129,osint_skill,0.5
twin-0018,twin-0145,osint_skill,0.5
twin-0019,twin-0021,osint_skill,0.5
twin-0019,twin-0022,osint_skill,0.5
twin-0019,twin-0023,osint_skill,0.5
twin-0020,twin-0022,osint_skill,0.5
twin-0020,twin-0024,osint_skill,0.5
twin-0020,twin-0036,osint_skill,0.5
twin-0020,twin-0038,osint_skill,0.5
twin-0020,twin-0040,osint_skill,0.5
twin-0020,twin-0060,osint_skill,0.5
twin-0020,twin-0068,osint_skill,0.5
twin-0020,twin-0070,osint_skill,0.5
twin-0020,twin-0072,osint_skill,0.5
twin-0020,twin-0078,osint_skill,0.5
twin-0020,twin-0092,osint_skill,0.5
twin-0020,twin-0094,osint_skill,0.5
twin-0020,twin-0096,osint_skill,0.5
twin-0020,twin-0116,osint_skill,0.5
twin-0020,twin-0118,osint_skill,0.5
twin-0020,twin-0120,osint_skill,0.5
twin-0020,twin-0123,osint_skill,0.5
twin-0020,twin-0125,osint_skill,0.5
twin-0020,twin-0127,osint_skill,0.5
twin-0021,twin-0022,osint_skill,0.5
twin-0021,twin-0023,osint_skill,0.5
twin-0022,twin-0023,osint_skill,0.5
twin-0022,twin-0024,osint_skill,0.5
twin-0022,twin-0036,osint_skill,0.5
twin-0022,twin-0060,osint_skill,0.5
twin-0022,twin-0070,osint_skill,0.5
twin-0022,twin-0086,osint_skill,0.5
twin-0022,twin-0088,osint_skill,0.5
twin-0022,twin-0092,osint_skill,0.5
twin-0022,twin-0094,osint_skill,0.5
twin-0022,twin-0096,osint_skill,0.5
twin-0022,twin-0099,osint_skill,0.5
twin-0022,twin-0100,osint_skill,0.5
twin-0022,twin-0102,osint_skill,0.5
twin-0022,twin-0103,osint_skill,0.5
twin-0022,twin-0104,osint_skill,0.5
twin-0024,twin-0036,osint_skill,0.5
twin-0024,twin-0038,osint_skill,0.5
twin-0024,twin-0040,osint_skill,0.5
twin-0024,twin-0060,osint_skill,0.5
twin-0024,twin-0068,osint_skill,0.5
twin-0024,twin-0070,osint_skill,0.5
twin-0024,twin-0072,osint_skill,0.5
twin-0024,twin-0078,osint_skill,0.5
twin-0024,twin-0092,osint_skill,0.5
twin-0024,twin-0094,osint_skill,0.5
twin-0024,twin-0096,osint_skill,0.5
twin-0024,twin-0116,osint_skill,0.5
twin-0024,twin-0118,osint_skill,0.5
twin-0024,twin-0120,osint_skill,0.5
twin-0024,twin-0123,osint_skill,0.5
twin-0024,twin-0125,osint_skill,0.5
twin-0024,twin-0127,osint_skill,0.5
twin-0025,twin-0033,osint_skill,0.5
twin-0025,twin-0041,osint_skill,0.5
twin-0025,twin-0049,osint_skill,0.5
twin-0025,twin-0081,osint_skill,0.5
twin-0025,twin-0089,osint_skill,0.5
twin-0025,twin-0097,osint_skill,0.5
twin-0025,twin-0105,osint_skill,0.5
twin-0025,twin-0113,osint_skill,0.5
twin-0025,twin-0114,osint_skill,0.5
twin-0025,twin-0137,osint_skill,0.5
twin-0026,twin-0042,osint_skill,0.5
twin-0026,twin-0050,osint_skill,0.5
twin-0026,twin-0051,osint_skill,0.5
twin-0026,twin-0053,osint_skill,0.5
twin-0026,twin-0055,osint_skill,0.5
twin-0026,twin-0082,osint_skill,0.5
twin-0026,twin-0089,osint_skill,0.5
twin-0026,twin-0115,osint_skill,0.5
twin-0026,twin-0121,osint_skill,0.5
twin-0026,twin-0129,osint_skill,0.5
twin-0026,twin-0130,osint_skill,0.5
twin-0027,twin-0028,osint_skill,0.5
twin-0027,twin-0029,osint_skill,0.5
twin-0027,twin-0030,osint_skill,0.5
twin-0027,twin-0031,osint_skill,0.5
twin-0027,twin-0032,osint_skill,0.5
twin-0027,twin-0045,osint_skill,0.5
twin-0027,twin-0050,osint_skill,0.5
twin-0027,twin-0051,osint_skill,0.5
twin-0027,twin-0053,osint_skill,0.5
twin-0027,twin-0055,osint_skill,0.5
twin-0028,twin-0029,osint_skill,0.5
twin-0028,twin-0030,osint_skill,0.5
twin-0028,twin-0031,osint_skill,0.5
twin-0028,twin-0032,osint_skill,0.5
twin-0028,twin-0036,osint_skill,0.5
twin-0028,twin-0052,osint_skill,0.5
twin-0028,twin-0054,osint_skill,0.5
twin-0028,twin-0059,osint_skill,0.5
twin-0028,twin-0084,osint_skill,0.5
twin-0028,twin-0097,osint_skill,0.5
twin-0028,twin-0111,osint_skill,0.5
twin-0028,twin-0115,osint_skill,0.5
twin-0028,twin-0134,osint_skill,0.5
twin-0028,twin-0136,osint_skill,0.5
twin-0028,twin-0139,osint_skill,0.5
twin-0028,twin-0140,osint_skill,0.5
twin-0028,twin-0141,osint_skill,0.5
twin-0028,twin-0142,osint_skill,0.5
twin-0028,twin-0143,osint_skill,0.5
twin-0029,twin-0030,osint_skill,0.5
twin-0029,twin-0031,osint_skill,0.5
twin-0029,twin-0032,osint_skill,0.5
twin-0029,twin-0045,osint_skill,0.5
twin-0029,twin-0050,osint_skill,0.5
twin-0029,twin-0051,osint_skill,0.5
twin-0029,twin-0053,osint_skill,0.5
twin-0029,twin-0055,osint_skill,0.5
twin-0030,twin-0031,osint_skill,0.5
